evidence_id,date_utc,phase,evidence_category,requirement_ids,message_ids,action_names,fixture_ids,source_commit_or_db_hash,deployed_version,target,command_or_method,artifact_path_or_reference,result,reviewer,notes
EVIDENCE-0059,2026-08-28,MAIN_DIRECTED_NAVIGATION,LOCAL_PG17_FRONTEND_WORKER_CONTROLLER,BP-016 BP-025 BP-026 BP-027 BP-038 BP-130 BP-131,,,CANDIDATE105_SIX_SORTS_CLEAR,,,disposable_loopback_55441,node_test_and_real_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,151 backend and372 frontend checks no skips; eleven public summaries; exact Previous and Next after actual CLEAR; stale normal cursors reject; current request authority remains mandatory; intermittent timing observation retained and no planning or timeout change applied
EVIDENCE-0060,2026-08-28,BOUNDED_MOVEMENT_FORMAT_AND_STAGING,LOCAL_PG17_FRONTEND_WORKER_BOUNDARIES,BP-025 BP-027 BP-028 BP-033 BP-038 BP-040 BP-041 BP-042 BP-077 BP-130 BP-131 BP-132,,,MOVEMENT5000_AND_REAL_SELECTION105,,,disposable_loopback_55441,node_test_and_real_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,177 response25 selection-Draft393 frontend checks no skips; complete or explicitly incomplete movement array with exact count digest; full previous-detail invalidation and current open Ready replacement; original receipt retained; public assembly and other-candidate and actual alias proof remain open
EVIDENCE-0061,2026-08-28,COMPLETE_VIEW_CONTENT_EVIDENCE,LOCAL_PG17_FRONTEND_WORKER,BP-016 BP-017 BP-018 BP-025 BP-027 BP-033 BP-034 BP-035 BP-038 BP-130 BP-131 BP-132,,,CANDIDATE105_SELECTED_TIMESHEETS35,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_READ_COMPONENT_ONLY,Codex,Private state and all-page summary and Ready hashes agree; off-page name and same-count Timesheet replacement invalidate content;400 frontend passes; public preimage and retention integration remain open
EVIDENCE-0062,2026-08-28,PAYLOAD_SINGLE_EVALUATION,LOCAL_PG17_ROLLBACK,BP-016 BP-038 BP-130 BP-131,,,NORMALIZATION3504_AND_NULL,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,LOCAL_EQUIVALENCE_PROVED,Codex,Every original expression and3504 normalized payloads plus null compare exactly; scalar evaluation barrier only; not pagination; this alone did not resolve the subsequent eligibility timeout
EVIDENCE-0063,2026-08-28,FINAL_ELIGIBLE_SET_EVALUATION,LOCAL_PG17_REPEATED_ROLLBACK,BP-016 BP-038 BP-130 BP-131,,,SUMMARY105_TEN_REPEATS_SIX_SORTS,,,disposable_loopback_55441,node_test_and_actual_SQL,measurements/eligible-set-repeated-reads-20260828.json,LOCAL_EQUIVALENCE_PROVED,Codex,Exact predicate and complete old-new rows around promotion-demotion and postDraft; forced-join bound; ten full fixtures pass60 sorted reads442.540-617.649ms; merged backend397pass3unfinished contracts and frontend400pass; no timeout increase or hosted performance claim
EVIDENCE-0064,2026-08-28,CANDIDATE_RECEIPT_PREIMAGE,LOCAL_PG17_ROLLBACK,BP-016 BP-017 BP-018 BP-025 BP-027 BP-033 BP-038 BP-130 BP-131 BP-132,,,ORIGINAL_NOTIFICATION_DELTA_AND_REPLAY,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,Existing single receipt update stores before-state; stale malformed changed-idempotency requests reject; original notification delta and one audit-version preserved;32 combined checks no skips
EVIDENCE-0065,2026-08-28,CANDIDATE_PUBLIC_RESPONSE_BOUNDARIES,LOCAL_PG17_WORKER_FRONTEND,BP-016 BP-017 BP-018 BP-025 BP-027 BP-033 BP-038 BP-040 BP-077 BP-130 BP-131 BP-132,,,READY100_ROLLBACK_AND_SERVICE_ROLE,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,204 combined checks no skips; service-role public call and private-browser denial; closed expected-view proof; complete child and canonical global; replay no-op and oversized SQL rollback; no hosted activation
EVIDENCE-0066,2026-08-28,PROOF_BASED_RETENTION_AND_DISPATCH,LOCAL_PG17_WORKER_FRONTEND,BP-016 BP-017 BP-018 BP-025 BP-026 BP-027 BP-028 BP-033 BP-034 BP-035 BP-038 BP-077 BP-130 BP-131 BP-132,,,SORT_MEMBERSHIP_CONTENT_QUEUED_INTENTS,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,429 frontend186 Worker26 actual SQL checks no skips; unchanged row objects retained only with complete proof; zero or exactly one required summary read; metadata-only renewal preserves full content; real Draft and selected-only Timesheet contracts pass
EVIDENCE-0067,2026-08-29,FILTERED_GLOBAL_SELECTION_RESPONSE,LOCAL_PG17_WORKER_FRONTEND,BP-025 BP-026 BP-027 BP-028 BP-033 BP-038 BP-040 BP-077 BP-130 BP-131 BP-132,,,GLOBAL106_FILTERS_REPLAY_STALE,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,68 backend and431 frontend checks without skips; all-page filtered mutation and service-only response; one anchored summary read; rejected loaded IDs and child scope; exact receipt replay no-op and original Draft contract retained
EVIDENCE-0068,2026-08-29,UNCHANGED_RESPONSE_ASSEMBLY,LOCAL_SOURCE_PG17,BP-025 BP-027 BP-033 BP-038 BP-077,,,ASSEMBLY_HASH_AND_ACTUAL_PUBLIC_REPLY,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,Complete assembly4257bd1a unchanged;28 focused checks pass; private ungranted helper and same single mutation owner
EVIDENCE-0069,2026-08-29,EXACT_ROW_ORIGINAL_OWNER_PARITY,LOCAL_PG17_WORKER_FRONTEND,BP-025 BP-027 BP-033 BP-038 BP-052 BP-057 BP-067 BP-077 BP-130 BP-131 BP-132,,,ONE100_RESELECT_NOOP_STALE_OVERSIZE,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,469 backend434 frontend checks no skips; original business fields audit count and counter parity; exact existing clock fields current and monotonic; full100-row child and zero extra Candidate-sort read; whole-group paging and app remain open
EVIDENCE-0070,2026-08-29,COMPLETE_DIRECT_READY_READ,LOCAL_PG17_WORKER_FRONTEND,BP-033 BP-038 BP-040 BP-077 BP-130 BP-131 BP-132,,,EXACT_PAGE_METADATA_UTF8_BOUND,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,195 focused backend448 frontend pass;512KB direct SQL and boundary checks; truthful continuation fixtures; original Draft and real selection unchanged; local harness transaction leak corrected and synthetic records removed
EVIDENCE-0071,2026-08-29,STAGED_MAIN_DOM_ADOPTION,LOCAL_SYNTHETIC_BROWSER,BP-016 BP-017 BP-018 BP-025 BP-027 BP-033 BP-038 BP-077 BP-130 BP-131 BP-132,,,PREPARE_COMMIT_STALE_CLOSED_NODE_RETENTION,,,loopback_18744,in_app_browser_and_node_test,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,Seven staged checks and20 mount cycles pass;448 frontend tests pass; no network or authority change; real application wiring remains open
EVIDENCE-0072,2026-08-29,CONTINUOUS_SCOPE_DRAFT_SAFETY,LOCAL_PG17_WORKER_FRONTEND,BP-007 BP-025 BP-027 BP-033 BP-038 BP-077 BP-130 BP-131 BP-136,,,TWO_ORIGINAL_OWNERS_AND_UNFILTERED_COUNTS,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,539 backend448 frontend no skips;52 new negative boundary cases; both original readiness owners and all-channel count parity;408byte gate; added scope0.450-5.626ms;18 complete sorted reads no timeout; no deployed SLA claim
EVIDENCE-0073,2026-08-29,COMPLETE_EXISTING_GROUP_MEMBERSHIP,LOCAL_SOURCE_PG17,BP-052 BP-057 BP-067,,,LEGACY_KEYS_AND_107_ACROSS_PAGE_BOUNDARY,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_READ_COMPONENT_ONLY,Codex,Three tests pass;59-declaration frozen oracle; exact old aliases/whitespace;107 selectable members across100-row page;104 invalid contracts excluded; no financial or selection write
EVIDENCE-0074,2026-08-29,COMPLETE_GROUP_SELECTION,LOCAL_PG17_WORKER_FRONTEND,BP-025 BP-027 BP-033 BP-038 BP-052 BP-057 BP-067 BP-077 BP-130 BP-131 BP-132,,,TIMESHEET107_AND_OVERPAYMENT_GROUP,,,disposable_loopback_55441,node_test_and_actual_SQL,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_COMPONENT_ONLY,Codex,Complete server group facts before paging; one set-wise original-owner mutation; no loaded row IDs or fan-out; select clear stale no-op nonselectable oversized recovery and Draft parity pass; no deployed claim
EVIDENCE-0075,2026-08-29,CONTAINED_APPLICATION_AND_BROWSER_LIFECYCLE,LOCAL_SYNTHETIC_CHROMIUM,BP-015 BP-016 BP-017 BP-018 BP-019 BP-025 BP-027 BP-033 BP-038 BP-040 BP-077 BP-080 BP-096 BP-110 BP-130 BP-131 BP-132 BP-136,,,MAIN100_CANDIDATE_ACTION_UPDATING_BLOCKED,,,local_browser,playwright_and_node_test,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_LOCAL_APPLICATION_ONLY,Codex,Frontend769/769 focused64/64 Chromium3/3; exact four columns and100 single-line rows; selected-only Timesheet; Candidate Ready-only round-trip; issue lifecycle; browser caught and fixed missing existing renderer context; no network hosted or activation claim
EVIDENCE-0076,2026-08-29,LOCAL_PERFORMANCE_CHECKPOINT,LOCAL_PG17_AND_SYNTHETIC_CHROMIUM,BP-016 BP-027 BP-038 BP-102 BP-121 BP-130 BP-131,,,SUMMARY_AND100_ROW_RENDER,,,disposable_loopback_55441_and_local_browser,benchmarks_and_playwright,10_PERFORMANCE_BASELINE_AND_ACCEPTANCE.md,LOCAL_MEASURED_NOT_DEPLOYED_ACCEPTANCE,Codex,Summary544.94-680.40ms navigation533.959-1448.908ms members185.32-207.64ms candidate156.38-163.20ms; Chromium100-row test327ms with in-page under500ms; no timeout increase; hosted Worker and real TEST remain open
EVIDENCE-0077,2026-08-29,CLEAN_NEW_RELEASE_CLOSURE,LOCAL_PG17_RELEASE,BP-001 BP-004 BP-005 BP-006 BP-007 BP-008 BP-009 BP-010 BP-011 BP-012 BP-013 BP-014 BP-136,,,NEW202_MIGRATIONS464_REPEATABLES,c24bd86bbe2230636ad1782fa780cdd294c4fe15f3d5a80263a8e0887e93ce6e,,disposable_loopback_55441,managed_release_engine_NEW,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_LOCAL_RELEASE_ONLY,Codex,Complete clean NEW and security catalogues pass; general652 Candidate111 browser execution zero; capability true only in installed disposable database; hosted agency TEST UPGRADE remains open
EVIDENCE-0078,2026-08-29,CURRENT_SOURCE_COMPLETE_REGRESSION,LOCAL_FRONTEND_BACKEND_PG17,BP-001 BP-007 BP-015 BP-016 BP-017 BP-018 BP-025 BP-027 BP-033 BP-038 BP-077 BP-130 BP-131 BP-132 BP-136,,,FRONTEND798_CHROMIUM3_BACKEND977_ALLFILES252,069d0d57eb4ec84d5dfaabf892de7a39380ff80c_and_1e07bf505eb0efb2871e77bb775fb0d2225753fd,,isolated_worktrees,node_test_playwright_db_check,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_LOCAL_NOT_DEPLOYED,Codex,Frontend798 and Chromium3 and backend977 pass; all252 backend files serial produce2261 pass and28 intentional skips; database202/464; no timeout increase
EVIDENCE-0079,2026-08-29,CREATE_DRAFT_PAYE_GUARD,LOCAL_FRONTEND_SOURCE_AND_CHROMIUM,BP-007 BP-025 BP-027 BP-033 BP-038 BP-077 BP-130 BP-131 BP-136,MSG-050 MSG-051 MSG-052,Create Draft,,ORIGINAL_HANDLER_AND_PAYE_GUARD,069d0d57eb4ec84d5dfaabf892de7a39380ff80c,,isolated_frontend,node_test_and_playwright,23_CREATE_DRAFT_COMPATIBILITY_CONTRACT.md,PASS_LOCAL_NOT_DEPLOYED,Codex,V2 requires canonical Draft gate plus existing PAYE guard; exact umbrella available and override labels retained; physical Ready and Blocked reread remains mandatory; no Draft created
EVIDENCE-0080,2026-08-29,FIRST_MANAGED_UPGRADE_FAIL_CLOSED,AGENCY_TEST_PROTECTED_RELEASE,BP-001 BP-004 BP-005 BP-006 BP-007 BP-008 BP-009 BP-010 BP-011 BP-012 BP-013 BP-014 BP-136,,,UPGRADE33228516311,dce01712d890a7a59234605eccbb0b5792f434b1,,agency_test,protected_database_release,21_IMPLEMENTATION_STEP_RECORDS.md,REJECTED_FAIL_CLOSED,Codex,Historical08082026_0902 replay had been broadened by modern includes; source gate rejected before capability activation; Worker availability remained false and no v2 browser session was exposed
EVIDENCE-0081,2026-08-29,HISTORICAL_CLOSURE_RESTORATION,REPOSITORY_AND_PROTECTED_RELEASE,BP-001 BP-004 BP-006 BP-136,,,UPGRADE33229990858,1755cb61bc2d867c2fe3929bc6ae331e87cb4918,,cloudtms_backend_test,source_hash_and_release_verifier,21_IMPLEMENTATION_STEP_RECORDS.md,REJECTED_FAIL_CLOSED,Codex,Historical monolith was restored byte-for-byte to SHA3483e69b; the next release correctly stopped on seven provider-specific plpgsql_check settings in a pending recovery routine; capability remained false
EVIDENCE-0082,2026-08-29,PROVIDER_SETTING_REMOVAL,LOCAL_PG17_AND_PROTECTED_RELEASE,BP-004 BP-005 BP-006 BP-136,,,UPGRADE33230439167,9ff85bebe1d1072e32acb9b36823ca5e68c4fbe1,,agency_test,release_verifier,21_IMPLEMENTATION_STEP_RECORDS.md,REJECTED_FAIL_CLOSED,Codex,Removed only unsupported provider-specific routine settings; broad replay then exposed another historical-authority closure problem and was not accepted; no timeout security grant or business predicate changed
EVIDENCE-0083,2026-08-29,EXACT_GENERATED_AUTHORITY_REPAIR,LOCAL_PG17_SOURCE_AND_PROTECTED_RELEASE,BP-001 BP-004 BP-005 BP-006 BP-136,,,UPGRADE33231042013,74a88659b03866b87a04e76f1cf410d8f89fa634,,disposable_loopback_55441_and_agency_test,generated_exact_source_and_release_verifier,21_IMPLEMENTATION_STEP_RECORDS.md,REJECTED_FAIL_CLOSED,Codex,Replaced broad replay with generated exact current authorities; release reached browser-isolation verification and failed on three pre-existing executable helpers rather than hiding them; capability remained false
EVIDENCE-0084,2026-08-29,EXACT_BROWSER_ACL_IDENTITIES,LOCAL_PG17_AND_PROTECTED_RELEASE,BP-005 BP-006 BP-008 BP-013 BP-136,,,UPGRADES33231340073_33231639258,b8234583382dcf61bf3f6b5b4827339fd95a4cc1_and_94b58eb834fa612c9cd9a979486a1e312100c321,,disposable_loopback_55441_and_agency_test,diagnostic_verifier_and_exact_hash_reproduction,21_IMPLEMENTATION_STEP_RECORDS.md,REJECTED_WITH_EXACT_DIAGNOSIS,Codex,Diagnostic verifier identified pay_timesheet_summary_pay_state_refresh_trigger pay_workbench_contract_client_dirty_fanout_chunk and pay_workbench_enqueue_stage_continuation; local exact installed-state reproduction matched hosted catalogue before service-only ACL convergence
EVIDENCE-0085,2026-08-29,CANDIDATE_REFRESH_ACL_CONVERGENCE,LOCAL_PG17_AND_PROTECTED_RELEASE,BP-005 BP-006 BP-008 BP-013 BP-136,,,UPGRADES33231834659_33231976963,f16c2cd04244fd11f8209157fd4e315cc0b5e32d_and_5c76bd4aace663312117fdc32e11b7032137fed5,,disposable_loopback_55441_and_agency_test,checksum_identity_and_catalogue_verifiers,21_IMPLEMENTATION_STEP_RECORDS.md,SECURITY_PASS_CONTRACT_REJECTED,Codex,General isolation passed after exact three-helper convergence; Candidate verifier identified pay_workbench_enqueue_candidate_refresh by checksum; final isolation then passed but contract rejected its replayed older routine body; capability still false
EVIDENCE-0086,2026-08-29,PROTECTED_HOSTED_CONTRACT_EXPORT,AGENCY_TEST_READ_ONLY_CONTRACT_EXPORT,BP-004 BP-005 BP-006 BP-007 BP-136,,,CONTRACT_EXPORT33232066463,5c76bd4aace663312117fdc32e11b7032137fed5,,agency_test,protected_contract_export,21_IMPLEMENTATION_STEP_RECORDS.md,EXACT_ONE_ROUTINE_DRIFT,Codex,Compared1143 routine definitions and found exactly one difference: pay_workbench_enqueue_candidate_refresh expected afff5140 but installed replayed394bbab8; no expected contract was weakened
EVIDENCE-0087,2026-08-29,EXACT_CURRENT_ROUTINE_RESTORATION,LOCAL_PG17_CLEAN_CONTRACT,BP-004 BP-005 BP-006 BP-007 BP-008 BP-013 BP-136,,,REPAIR8_ROUTINES_PLUS_WRAPPER,13a1df3f3a36475ad3b7d4c5fa842bbb03ed9bf7,c24bd86bbe2230636ad1782fa780cdd294c4fe15f3d5a80263a8e0887e93ce6e,disposable_loopback_55441,clean_new_contract_and_acl_verifiers,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_LOCAL_RELEASE,Codex,Generator restores exact current body from07082026_1017 and converges final ACLs; clean PostgreSQL17 catalogue returns the unchanged canonical contract without accepting provider or browser drift
EVIDENCE-0088,2026-08-29,MANAGED_TEST_UPGRADE_AND_CAPABILITY_OFF_WORKER,AGENCY_TEST_AND_CLOUDFLARE_TEST,BP-001 BP-004 BP-005 BP-006 BP-007 BP-008 BP-009 BP-010 BP-011 BP-012 BP-013 BP-014 BP-136,,,UPGRADE33232190522_AND_BUILD6004f590,13a1df3f3a36475ad3b7d4c5fa842bbb03ed9bf7,c24bd86bbe2230636ad1782fa780cdd294c4fe15f3d5a80263a8e0887e93ce6e,agency_test_and_test_cloudtms_backend,protected_release_fresh_miget_and_cloudflare_api,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_INSTALLED_CAPABILITY_STILL_FALSE,Codex,Managed UPGRADE source99046814308/APPLY99046867511 succeeded; fresh Miget202/465 exact hashes and service-only ACLs match; Cloudflare build6004f590 succeeded and deploymentec9b1d87 versiondd89929c is100%; Worker availability remained false throughout
EVIDENCE-0089,2026-08-29,VERIFIED_CAPABILITY_ACTIVATION,CLOUDFLARE_TEST_AND_SIGNED_IN_BROWSER,BP-001 BP-004 BP-005 BP-006 BP-007 BP-013 BP-014 BP-136,,,BUILDbf28c149_AND_HTTP200,d1b0cdd1c518a0e326158eafef0fd9418611b685,c24bd86bbe2230636ad1782fa780cdd294c4fe15f3d5a80263a8e0887e93ce6e,test_cloudtms_backend,cloudflare_api_and_playwright_authenticated_fetch,21_IMPLEMENTATION_STEP_RECORDS.md,PASS_CAPABILITY_ON_FRONTEND_NOT_YET_PUBLISHED,Codex,Worker change is only verified gate plus positive/negative tests;977 normal backend tests pass; buildbf28c149 succeeded; deployment753aefaf versionf599188d is100%; signed-in application-authenticated capability returns200 available true contract1 in420.4ms; raw unauthenticated request correctly returned401
